Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,UIN,Product Name,Date of Approval,Documents,Type Of Product,document_link
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLIP21125V022021,ManipalCigna Lifestyle Protection – Critical Care,29-07-2020,MCIHLIP21125V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MCIHLIP21125V022021_2020-2021.pdf/8fbf7ad6-a22a-4629-a883-7fff16cf4a6d?version=1.1&t=1668593820254&download=true
27,Non-Archived,2020-2021,Magma HDI General Insurance Co. Ltd,MAGPAIP21642V012021,"Saral Suraksha Bima, Magma HDI",23-12-2020,MAGPAIP21642V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/MAGPAIP21642V012021_2020-2021.pdf/36fae4d6-55d4-e86f-4db6-2cf748a35472?version=1.1&t=1668593375802&download=true
27,Non-Archived,2020-2021,Magma HDI General Insurance Co. Ltd.,MAGHLIP222V032021,OneHealth,09-04-2020,MAGHLIP222V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MAGHLIP222V032021_2020-2021.pdf/973a44a4-b16f-dae6-868b-376c9780589a?version=1.1&t=1668593510123&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Co. Ltd,MCIPAIP21622V012021,"Saral Suraksha Bima, ManipalCigna",02-10-2021,MCIPAIP21622V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/MCIPAIP21622V012021_2020-2021.pdf/35a7f194-4cf2-dc02-6e19-f2da6fca17b2?version=1.1&t=1668593556940&download=true
27,Non-Archived,2020-2021,Magma HDI General Insurance Co. Ltd,MAGPAGP21565V012021,Janata Personal Accident,30-03-2021,MAGPAGP21565V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/MAGPAGP21565V012021_2020-2021.pdf/51407f83-b842-9abb-9f8c-ae371e3f7e8d?version=1.1&t=1668593317388&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLGP21247V032021,ManipalCigna Global Health Group Policy,14-09-2020,MCIHLGP21247V032021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/MCIHLGP21247V032021_2020-2021.pdf/486dead2-8204-f627-7648-dd9577757ad7?version=1.1&t=1668593655680&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLIP415V042021,ManipalCigna ProHealth Insurance,24-09-2020,MCIHLIP415V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MCIHLIP415V042021_2020-2021.pdf/3104907d-d249-68dd-2d1b-6126f9533e31?version=1.1&t=1668593713138&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLIP21121V022021,ManipalCigna Super Top Up,30-09-2020,MCIHLIP21121V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MCIHLIP21121V022021_2020-2021.pdf/dab2ab81-3b06-bb23-eadc-7aa5da2b877a?version=1.1&t=1668593763131&download=true
27,Non-Archived,2020-2021,Manipal Cigna Health Insurance Company Limited,MCIHLIP21128V022021,ManipalCigna Critical Illness Add On Cover,29-07-2020,MCIHLIP21128V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MCIHLIP21128V022021_2020-2021.pdf/30f9a06f-6353-e2d5-062d-c75f2b9c5102?version=1.1&t=1668593892145&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLGP21171V042021,National Group Mediclaim Policy,26-08-2020,NICHLGP21171V042021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/NICHLGP21171V042021_2020-2021.pdf/6385d3b5-6a88-a5d4-39e7-0340eb27b0f8?version=1.3&t=1668663221077&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLIP21219V022021,National Parivar Mediclaim Policy,09-03-2020,NICHLIP21219V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21219V022021_2020-2021.pdf/d3e6993e-ca90-adc0-5697-7511d657d723?version=1.1&t=1668663924531&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLIP21167V032021,National Super Top Up Mediclaim Policy,24-06-2020,NICHLIP21167V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21167V032021_2020-2021.pdf/c8ab63ab-0f5b-de22-97cb-3ba81eda8e4e?version=1.1&t=1668663842936&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLIP21166V042021,National Mediclaim Policy,24-06-2020,NICHLIP21166V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21166V042021_2020-2021.pdf/11efffcc-a037-8819-2d2a-dc210ddac550?version=1.1&t=1668663754897&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLIP21151V022021,National Parivar Mediclaim Plus Policy,18-06-2020,NICHLIP21151V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21151V022021_2020-2021.pdf/094d6d0e-14d7-a433-fb27-7531dfdf30fe?version=1.2&t=1668663673221&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLIP21150V022021,National Mediclaim Plus Policy,30-09-2020,NICHLIP21150V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21150V022021_2020-2021.pdf/dd933acb-2bd9-a547-4cb6-221e8441e401?version=1.2&t=1668663602119&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLIP21086V022021,National Super Top Up Mediclaim Policy,07-09-2020,NICHLIP21086V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21086V022021_2020-2021.pdf/fe879669-c6d0-7362-993e-1c750acc9acf?version=1.3&t=1668663470733&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLIP21083V022021,National Senior Citizen Mediclaim Policy,07-09-2020,NICHLIP21083V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21083V022021_2020-2021.pdf/5b930ff3-569a-b0e4-327b-e8b8af8d0469?version=1.3&t=1668663346319&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLGP21141V012021,Group Corona Kavach Policy-National,08-11-2020,NICHLGP21141V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/NICHLGP21141V012021_2020-2021.pdf/eaddad88-712b-cdf1-a76e-ea3a4dd15d5b?version=1.3&t=1668663132130&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd,NICPAIP21636V012021,Saral Sureksha Bima – National,31-03-2021,NICPAIP21636V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/NICPAIP21636V012021_2020-2021.pdf/d4bbd93c-5e7d-2046-c355-06d659ba6e09?version=1.3&t=1668663096132&download=true
28,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLGP21228V012021,Xpress Health,09-07-2020,MAXHLGP21228V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/MAXHLGP21228V012021_2020-2021.pdf/8bd35969-fb7e-992f-1413-f94245036312?version=1.1&t=1668594667905&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd,NICHLIP21593V042021,Universal Health Insurance Policy,31-03-2021,NICHLIP21593V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21593V042021_2020-2021.pdf/c05db3f1-14f9-b2db-c890-cf7f6afd7fe2?version=1.3&t=1668663023994&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd,NICHLIP21049V032021,National Mediclaim Policy,06-05-2020,NICHLIP21049V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21049V032021_2020-2021.pdf/e25e5c70-844d-c6b7-088d-e1ce3261de34?version=1.1&t=1668662960253&download=true
28,Non-Archived,2020-2021,Max Bupa Health InsuranceCo.Ltd,MAXHLIO21060V012021,ReAssure,26-06-2020,MAXHLIO21060V012021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MAXHLIO21060V012021_2020-2021.pdf/b68411bc-9b93-d6f1-6011-1d5f08024e2e?version=1.1&t=1668597170003&download=true
28,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLIP21509V042021,Health Companion,29-09-2020,MAXHLIP21509V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MAXHLIP21509V042021_2020-2021.pdf/7dbe99f7-4ac6-9a80-325e-cec605186127?version=1.1&t=1668595734878&download=true
28,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLIP21176V022021,Health Premia,28-08-2020,MAXHLIP21176V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MAXHLIP21176V022021_2020-2021.pdf/4fd40964-5417-b5cd-e501-7d720ef4feb6?version=1.1&t=1668595083364&download=true
28,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLIP21175V062021,Heart Beat,28-08-2020,MAXHLIP21175V062021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MAXHLIP21175V062021_2020-2021.pdf/dbabb278-6540-d86a-6532-be75a0b8f7c1?version=1.1&t=1668594989926&download=true
28,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLIP21174V022021,Max Bupa Health Pulse,28-08-2020,MAXHLIP21174V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MAXHLIP21174V022021_2020-2021.pdf/647518fe-4444-af89-db7e-9dee5559021c?version=1.1&t=1668594855930&download=true
28,Non-Archived,2020-2021,Max Bupa Health Insurance Co. Ltd,MAXHLIP21173V022021,GoActive,28-08-2020,MAXHLIP21173V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/MAXHLIP21173V022021_2020-2021.pdf/92f043da-fafa-0be9-5a2f-37cb38da6dd1?version=1.1&t=1668594770478&download=true
28,Non-Archived,2020-2021,National Insurance Co. Ltd,NICPAGP21637V012021,Group Saral Sureksha Bima - National,24-02-2021,NICPAGP21637V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/NICPAGP21637V012021_2020-2021.pdf/62258d82-b2ef-b976-31cc-4f410f860f60?version=1.3&t=1668663064324&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADIHLGP21229V012021,"Group Arogya Sanjeevani Policy, Aditya Birla Health Insurance Co. Limited”",09-09-2020,ADIHLGP21229V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/ADIHLGP21229V012021_2020-2021.pdf/bf358d71-b8dc-43ae-2f2c-1ccdd33e56c7?version=1.1&t=1668579447177&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADIHLIP21061V022021,Super Health Plus Top Up,30-06-2020,ADIHLIP21061V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ADIHLIP21061V022021_2020-2021.pdf/57e9f6ec-48f1-ad4a-e98e-4b6e947de35b?version=1.1&t=1668579497273&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADIHLIP21062V022021,Activ Care,30-06-2020,ADIHLIP21062V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ADIHLIP21062V022021_2020-2021.pdf/13145754-8a7a-1087-cc3e-2d179c9f72e8?version=1.1&t=1668579560455&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADIHLIP21069V022021,Global Health Secure,07-06-2020,ADIHLIP21069V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ADIHLIP21069V022021_2020-2021.pdf/c495a7d9-cd74-dcce-dc85-2098289c360b?version=1.1&t=1668580955595&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADIHLGP21134V022021,Group Activ Helath,31-07-2020,ADIHLGP21134V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ADIHLGP21134V022021_2020-2021.pdf/80ac2cc7-e5c1-9a61-030a-260b57c2b341?version=1.1&t=1668579258566&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADIHLIP21376V022021,Activ Health,22-09-2020,ADIHLIP21376V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ADIHLIP21376V022021_2020-2021.pdf/5d1abeb8-c3b9-a619-fa4a-dbb2fddfeec9?version=1.1&t=1668581160946&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADITGBP21377V022021,Group Activ Travel,22-09-2020,ADITGBP21377V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ADITGBP21377V022021_2020-2021.pdf/5bd031f7-ee49-9b64-3b2b-7bc6502a278f?version=1.1&t=1668581201654&download=true
29,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co Ltd,BAJHLIP21005V022021,Health Infinity,13-04-2020,BAJHLIP21005V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP21005V022021_2020-2021.pdf/7d4d487e-f4c3-a954-d67c-9db8bc92250f?version=1.1&t=1668581243542&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADIHLIP21250V032021,Activ Assure,15-09-2020,ADIHLIP21250V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ADIHLIP21250V032021_2020-2021.pdf/6224f254-de8b-5828-7e9b-bee7d9495c40?version=1.1&t=1668581031785&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd.,ADIHLGP21055V012021,Group Assure COVID-19,06-12-2020,ADIHLGP21055V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/ADIHLGP21055V012021_2020-2021.pdf/682687cc-b444-c60f-19e5-e3b4fb8615ab?version=1.1&t=1668578652066&download=true
29,Non-Archived,2020-2021,Aditya Birla Health Insurance Co. Ltd,ADIHLIP21574V032021,Activ Health,01-08-2021,ADIHLIP21574V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ADIHLIP21574V032021_2020-2021.pdf/0b0783bb-0000-9a96-54b3-729f4cc5974d?version=1.1&t=1668578608012&download=true
29,Non-Archived,2020-2021,Acko General Insurance Co. Ltd.,ACKHLIP20039V012021,Acko Health Insurance policy,21-05-2020,ACKHLIP20039V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/ACKHLIP20039V012021_2020-2021.pdf/9d098b92-18c6-bfde-7c23-2dcbf75aa06a?version=1.1&t=1668578569102&download=true
29,Non-Archived,2020-2021,Acko General Insurance Co. Ltd.,ACKTGDP21526V032021,Group Domestic Travel Insurance Policy,30-09-2020,ACKTGDP21526V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ACKTGDP21526V032021_2020-2021.pdf/5e1a293b-16e1-7e5a-add3-4e558244f2c1?version=1.1&t=1668578519061&download=true
29,Non-Archived,2020-2021,Acko General Insurance Co. Ltd.,ACKTGBP21525V022021,Group Travel Insurance Policy,30-09-2020,ACKTGBP21525V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/ACKTGBP21525V022021_2020-2021.pdf/1e4e1955-5fc4-f511-93b4-5e45d1e4c4f1?version=1.1&t=1668578402902&download=true
29,Non-Archived,2020-2021,Navi General Insurance Limited,NAVHLGP21363V022021,Group Critical Illness Insurance Policy,21-09-2020,NAVHLGP21363V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NAVHLGP21363V022021_2020-2021.pdf/0963950c-e754-adaf-d3c3-c9260db6b32b?version=1.1&t=1668746759585&download=true
29,Non-Archived,2020-2021,Navi General Insurance Limited,NAVHLGP21362V022021,Group Health Insurance Policy,21-09-2020,NAVHLGP21362V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NAVHLGP21362V022021_2020-2021.pdf/1d6cc99d-59be-3ab6-7bce-86d903dd9677?version=1.1&t=1668746710080&download=true
29,Non-Archived,2020-2021,Navi General Insurance Co. Ltd.,NAVHLIP19038V012021,COCO HospiCash,20-05-2020,NAVHLIP19038V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/NAVHLIP19038V012021_2020-2021.pdf/4d50bea8-dcd2-0bdf-6268-0b97ee9c4df8?version=1.1&t=1668746419407&download=true
29,Non-Archived,2020-2021,Navi General Insurance Co. Ltd.,NAVHLIP20037V012021,COCO CritiCare,20-05-2020,NAVHLIP20037V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/NAVHLIP20037V012021_2020-2021.pdf/fd1be29a-88b3-2d88-0f9c-7ab55c6366ae?version=1.1&t=1668746174006&download=true
29,Non-Archived,2020-2021,Navi General Insurance Co. Ltd.,NAVHLIP20029V012021,COCOCure Super Top up,15-05-2020,NAVHLIP20029V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/NAVHLIP20029V012021_2020-2021.pdf/27709966-79a7-0114-69aa-8d41da42867c?version=1.1&t=1668746076643&download=true
29,Non-Archived,2020-2021,National Insurance Co. Ltd.,NICHLIP21528V032021,Universal Health Insurance Policy,30-09-2020,NICHLIP21528V032021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/NICHLIP21528V032021_2020-2021.pdf/6340f51d-98a7-375b-9b24-1a0b07896a3b?version=1.1&t=1668664030957&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd .,BAJHLGP21602V012021,"Arogya SanjeevaniPolicy, Bajaj Allianz GI Co. Ltd(Group)",03-08-2021,BAJHLGP21602V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/BAJHLGP21602V012021_2020-2021.pdf/04bdfc4d-69df-d290-fecd-9727aa2d5690?version=1.1&t=1668582083350&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd .,BAJPAIP21609V012021,"Saral Suraksha Bima, Bajaj Allianz GI Co. Ltd",25-03-2021,BAJPAIP21609V012021_2020-2021.pdf,New,https://irdai.gov.in/documents/37343/931203/BAJPAIP21609V012021_2020-2021.pdf/dbc4a2bb-6a46-a29a-7370-2079709f58ab?version=1.1&t=1668582119475&download=true
30,Non-Archived,2020-2021,Bharti AXA General Insurance Co. Ltd,BHAHLGP21457V022021,Bharti AXA Group Health Assure Super Topup,26-09-2020,BHAHLGP21457V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BHAHLGP21457V022021_2020-2021.pdf/2769183c-46e8-8718-b32a-6dd8ccfb01f2?version=1.1&t=1668582164367&download=true
30,Non-Archived,2020-2021,Bharti AXA General Insurance Co. Ltd,BHAHLGP21458V022021,Bharti AXA Group Health Assure,26-09-2020,BHAHLGP21458V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BHAHLGP21458V022021_2020-2021.pdf/60ef71d6-7319-486e-3997-f8fc941cdae8?version=1.1&t=1668582200308&download=true
30,Non-Archived,2020-2021,Bharti AXA General Insurance Co. Ltd,BHAHLIP21244V022021,Bharti AXA Smart Super Health Assure Policy,13-09-2020,BHAHLIP21244V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BHAHLIP21244V022021_2020-2021.pdf/96a3d41f-a242-744e-5eae-6a72991cdd94?version=1.1&t=1668582390955&download=true
30,Non-Archived,2020-2021,Bharti AXA General Insurance Co. Ltd,BHAHLGP21460V022021,Group Hospital Cash,26-09-2020,BHAHLGP21460V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BHAHLGP21460V022021_2020-2021.pdf/c63e9d33-e830-77ab-b187-c7b78afe76bb?version=1.1&t=1668582312820&download=true
30,Non-Archived,2020-2021,Bharti AXA General Insurance Co. Ltd,BHAHLIP21232V012021,"Corona Rakshak Policy, Bharti AXA General Insurance Company Limited",09-08-2020,BHAHLIP21232V012021_2020-2021.pdf,Individual,https://irdai.gov.in/documents/37343/931203/BHAHLIP21232V012021_2020-2021.pdf/7abca35e-ad48-d434-e767-d40e409dcc93?version=1.1&t=1668582350204&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd .,BAJHLGP21584V012021,Bharat Bhraman Insurance Policy for Scheduled Airline Operators,02-10-2021,BAJHLGP21584V012021_2020-2021.pdf,Group,https://irdai.gov.in/documents/37343/931203/BAJHLGP21584V012021_2020-2021.pdf/49c1e400-feb2-91a8-fd77-6344fd3578e7?version=1.1&t=1668582037499&download=true
30,Non-Archived,2020-2021,Bharti AXA General Insurance Co. Ltd,BHAHLGP21459V022021,Group Health Insurance Policy,26-09-2020,BHAHLGP21459V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BHAHLGP21459V022021_2020-2021.pdf/4576a9a1-c59d-3615-17af-11d97cd6e72e?version=1.1&t=1668582251144&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd,BAJHLIP21227V042021,Health Guard,09-07-2020,BAJHLIP21227V042021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP21227V042021_2020-2021.pdf/64022b8d-b6cc-2e14-1951-4078c1044501?version=1.1&t=1668581981549&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd,BAJHLIP21218V022021,Personal Accident Insurance  Policy,09-01-2020,BAJHLIP21218V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP21218V022021_2020-2021.pdf/15121f59-ade1-5182-9405-9e1e51795e6e?version=1.1&t=1668581935394&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd,BAJHLIP21184V022021,Tax Gain,31-08-2020,BAJHLIP21184V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP21184V022021_2020-2021.pdf/7790d106-a4b4-7b8d-71e3-84f581590cde?version=1.1&t=1668581893534&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd,BAJHLIP21115V022021,Hospital Cash Daily Allowance,31-08-2020,BAJHLIP21115V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP21115V022021_2020-2021.pdf/c99daebb-68e0-d213-f14c-e2e72474d059?version=1.1&t=1668581319137&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd,BAJHLIP21117V022021,Critical Illness,23-07-2020,BAJHLIP21117V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP21117V022021_2020-2021.pdf/9d58ed7d-d3ae-5d2e-ea30-1a22eb38df26?version=1.1&t=1668581371653&download=true
30,Non-Archived,2020-2021,Bajaj Allianz General Insurance Co. Ltd,BAJHLIP21142V022021,Women Specific Critical Illness Plan,08-12-2020,BAJHLIP21142V022021_2020-2021.pdf,Revision,https://irdai.gov.in/documents/37343/931203/BAJHLIP21142V022021_2020-2021.pdf/3a159160-a0c1-63d2-ae72-6c49600972b1?version=1.1&t=1668581622619&download=true
