Page Number,Archive / Non Archive,S.no,Financial Year,Name of the Insurer,Product Name,Type Of Product,UIN,Date of Approval,Documents,document_link
209,Non-Archived,GEN994,2015-2016,Liberty Videocon General Insurance Company Ltd.,Multi-year Policy option under Two Wheeler Package Policy,,LVG-MO-P16-44-V01-15-16,10-11-2015,52_GEN994.pdf,https://irdai.gov.in/documents/37343/993134/52_GEN994.pdf/271a5c03-1a0e-2ee9-1a35-5544217b3157?version=1.1&t=1668587825781&download=true
209,Non-Archived,GEN1001,2015-2016,Liberty Videocon General Insurance Company Ltd.,Engine safe - Multi year option under TW,,LVG-MO-A00-00-18-V01-15-16,10-11-2015,57-58-59_GEN1001.pdf,https://irdai.gov.in/documents/37343/993134/57-58-59_GEN1001.pdf/93708cab-c855-0e1a-a7e5-71e11290fa8d?version=1.1&t=1668589545556&download=true
209,Non-Archived,GEN1000,2015-2016,Liberty Videocon General Insurance Company Ltd.,Roadside Assistance cover - Multi year option under TW,,LVG-MO-A00-00-17-V01-15-16,10-11-2015,57-58-59_GEN1000.pdf,https://irdai.gov.in/documents/37343/993134/57-58-59_GEN1000.pdf/912cf475-b093-85c8-d4d6-2a1fb3c13370?version=1.1&t=1668589401951&download=true
209,Non-Archived,GEN992,2015-2016,L& T General Insurance Company limited,My asset Two Wheeler Package Policy - revision in rating,,LNT-MO-P16-74-V02-15-16,31-03-2016,50_GEN992.pdf,https://irdai.gov.in/documents/37343/993134/50_GEN992.pdf/27f5288d-d942-01cf-a8e2-bd9cb6bd4284?version=1.1&t=1668254665809&download=true
210,Non-Archived,GEN1022,2015-2016,Tata AIG General Insurance Company Limited,Long Term Two Wheeler Package Policy,,TAG-MO-P16-46-V01-15-16,03-12-2015,80_GEN1022.pdf,https://irdai.gov.in/documents/37343/993134/80_GEN1022.pdf/4736f117-a367-bcbb-879a-b09d34287a12?version=1.1&t=1668594161834&download=true
210,Non-Archived,GEN1012,2015-2016,Royal Sundaram General Insurance Company limited,Private Car Package Policy - Key Replacement Clasue,,RSA-MO-A00-00-03-V01-15-16,17-06-2015,70.zip_GEN1012.zip39 KB,https://irdai.gov.in/documents/37343/993134/70.zip_GEN1012.zip/473473b0-426d-4bef-5a95-b82e4f02f7e0?version=1.1&t=1668592342434&download=true
210,Non-Archived,GEN1027,2015-2016,Tata AIG General Insurance Company Limited,Auto Secure - TW add- ons -Additional personal accident cover to unnamed persons,,TAG-MO-A00-00-23-V01-15-16,24-11-2015,81-85_GEN1027.pdf,https://irdai.gov.in/documents/37343/993134/81-85_GEN1027.pdf/b511ab77-32db-5b52-a33f-cd46cb59ffaf?version=1.1&t=1668595398647&download=true
210,Non-Archived,GEN1024,2015-2016,Tata AIG General Insurance Company Limited,Auto Secure - TW add- ons -Consumables expenses,,TAG-MO-A00-00-20-V01-15-16,24-11-2015,81-85_GEN1024.pdf,https://irdai.gov.in/documents/37343/993134/81-85_GEN1024.pdf/7f1be01b-d3b1-9d1c-179b-8ac0937ecc7d?version=1.1&t=1668594794197&download=true
210,Non-Archived,GEN1026,2015-2016,Tata AIG General Insurance Company Limited,Auto Secure - TW add- ons -Additional Personal Accident Cover to Owner Driver,,TAG-MO-A00-00-22-V01-15-16,24-11-2015,81-85_GEN1026.pdf,https://irdai.gov.in/documents/37343/993134/81-85_GEN1026.pdf/e82b81b9-4b88-f6ea-0b02-43a7eab3fa35?version=1.1&t=1668595050163&download=true
210,Non-Archived,GEN1015,2015-2016,Shriram General Insurance company Limited,Burglary Insurance -Revision,,SGI-OT-P16-61-V02-15-16,29-12-2015,73_GEN1015.pdf,https://irdai.gov.in/documents/37343/993134/73_GEN1015.pdf/829b4f97-d912-2700-36a4-680812f78566?version=1.1&t=1668592643651&download=true
210,Non-Archived,GEN1010,2015-2016,Raheja QBE General Insurance Company Limited,Clinical Trials Insurance Policy,,RQB-LI-P16-45-V02-15-16,26-11-2015,68_GEN1010.pdf,https://irdai.gov.in/documents/37343/993134/68_GEN1010.pdf/00a0b9ad-26b6-feea-9fb1-49d3f3935fc9?version=1.1&t=1668592159542&download=true
210,Non-Archived,GEN1025,2015-2016,Tata AIG General Insurance Company Limited,Auto Secure - TW add- ons - Emergency Medical expenses,,TAG-MO-A00-00-21-V01-15-16,24-11-2015,81-85_GEN1025.pdf,https://irdai.gov.in/documents/37343/993134/81-85_GEN1025.pdf/211da201-1e12-69db-0d15-26a8c9b2fc5b?version=1.1&t=1668594931498&download=true
210,Non-Archived,GEN1019,2015-2016,Tata AIG General Insurance Company Limited,Marine Cargo Insurance policy,,TAG-MC-P15-15-V02-15-16,17-06-2015,77_GEN1019.pdf,https://irdai.gov.in/documents/37343/993134/77_GEN1019.pdf/cbe633b2-e2ec-686a-aee0-c54e4fe1751f?version=1.1&t=1668593180031&download=true
210,Non-Archived,GEN1016,2015-2016,Tata AIG General Insurance Company Limited,E- Guard (long term upto 3 years),,TAG-OT-P15-05-V01-15-16,27-05-2015,74_GEN1016.pdf,https://irdai.gov.in/documents/37343/993134/74_GEN1016.pdf/9bb553e5-2cc6-40c9-5e8a-6d7db22013d3?version=1.1&t=1668592863255&download=true
210,Non-Archived,GEN1028,2015-2016,Tata AIG General Insurance Company Limited,Long term two wheeler package policy addon-Depreciation allowance,,TAG-MO-A00-00-35-V01-15-16,31-03-2016,86-87_GEN1028.pdf,https://irdai.gov.in/documents/37343/993134/86-87_GEN1028.pdf/6c8c1805-6b26-426d-95d4-8728de22599e?version=1.1&t=1668595496888&download=true
210,Non-Archived,GEN1018,2015-2016,Tata AIG General Insurance Company Limited,Business Guard - Long term agriculture pumpset insurance (upto 9 years),,TAG-OT-P15-14-V01-15-16,16-06-2015,76_GEN1018.pdf,https://irdai.gov.in/documents/37343/993134/76_GEN1018.pdf/6a0a7b7c-a8ec-2441-48e3-53e3ad9c11da?version=1.1&t=1668593092314&download=true
210,Non-Archived,GEN1020,2015-2016,Tata AIG General Insurance Company Limited,Workmen's Compensation Insurance,,TAG-OT-P15-17-V02-15-16,18-06-2015,78_GEN1020.pdf,https://irdai.gov.in/documents/37343/993134/78_GEN1020.pdf/ce077743-f3bd-ec0c-0b13-87dd44f6b727?version=1.1&t=1668593594211&download=true
210,Non-Archived,GEN1014,2015-2016,SBI General Insurance Company limited,Trade Credit Insurance Policy,,SBG-CR-P16-76-V02-15-16,31-03-2016,72_GEN1014.pdf,https://irdai.gov.in/documents/37343/993134/72_GEN1014.pdf/305aacb8-26e3-5578-976e-ffe77c21d13d?version=1.1&t=1668592531836&download=true
210,Non-Archived,GEN1013,2015-2016,SBI General Insurance Company limited,Long Term Two Wheeler Package Policy,,SBG-MO-P16-66-V01-15-16,14-03-2016,71_GEN1013.pdf,https://irdai.gov.in/documents/37343/993134/71_GEN1013.pdf/c6ed383f-32e0-24a8-c187-32fbe9d45af4?version=1.1&t=1668592439935&download=true
210,Non-Archived,GEN1017,2015-2016,Tata AIG General Insurance Company Limited,Rural Package Policy,,TAG-OT-P15-10-V01-15-16,15-06-2015,75_GEN1017.pdf,https://irdai.gov.in/documents/37343/993134/75_GEN1017.pdf/08f412b1-c2b3-6c84-c364-27fde65e0bbf?version=1.1&t=1668592985543&download=true
210,Non-Archived,GEN1021,2015-2016,Tata AIG General Insurance Company Limited,Product Recall Insurance,,TAG-LI-P15-35-V01-15-16,26-08-2015,79_GEN1021.pdf,https://irdai.gov.in/documents/37343/993134/79_GEN1021.pdf/3e4d4953-b4aa-829d-9f90-962143521690?version=1.1&t=1668594012429&download=true
210,Non-Archived,GEN1011,2015-2016,Royal Sundaram General Insurance Company limited,All Risks Insurance Policy - Revision,,RSA-FI-P16-63-V02-15-16,04-02-2016,69_GEN1011.pdf,https://irdai.gov.in/documents/37343/993134/69_GEN1011.pdf/79f00a14-5967-08cb-5242-20d5f88c59d7?version=1.1&t=1668592255336&download=true
210,Non-Archived,GEN1023,2015-2016,Tata AIG General Insurance Company Limited,Auto Secure - TW add- ons - Additional Third Party Property Damage Cover,,TAG-MO-A00-00-19-V01-15-16,24-11-2015,81-85_GEN1023.pdf,https://irdai.gov.in/documents/37343/993134/81-85_GEN1023.pdf/858463c4-8d1f-612d-ec22-9cdb230ca8df?version=1.1&t=1668594300566&download=true
210,Non-Archived,GEN1029,2015-2016,Tata AIG General Insurance Company Limited,Long term two wheeler package policy addon-Return to Invoice,,TAG-MO-A00-00-36-V01-15-16,31-03-2016,86-87_GEN1029.pdf,https://irdai.gov.in/documents/37343/993134/86-87_GEN1029.pdf/abd6e4c5-c8e5-6669-4f67-06e357ed6773?version=1.1&t=1668595625948&download=true
211,Non-Archived,GEN1041,2015-2016,United India Insurance Company Limited,Shopkeepers Insurance,,UII-OT-P15-07-V02-15-16,02-06-2015,99_GEN1041.pdf,https://irdai.gov.in/documents/37343/993134/99_GEN1041.pdf/606fcf0a-2b61-3076-34f1-adc11633ec3b?version=1.1&t=1668597586942&download=true
211,Non-Archived,GEN1033,2015-2016,The New India Assurance Company Limited,Private Car package policy - enchanced cover - Road tax cover,,NIA-MO-A00-00-37-V01-15-16,31-03-2016,90-96_GEN1033.pdf,https://irdai.gov.in/documents/37343/993134/90-96_GEN1033.pdf/31b5b16e-55d3-cacf-6145-236ceeaa0766?version=1.1&t=1668596175715&download=true
211,Non-Archived,GEN968,2015-2016,HDFC ERGO General Insurance Company limited,Jewellers Comprehensive Insurance,,HDE-OT-P15-39-V01-15-16,24-09-2015,26_GEN968.pdf,https://irdai.gov.in/documents/37343/993134/26_GEN968.pdf/cd3ab2a3-6e76-e4a9-c5d9-d0411639aa9e?version=1.1&t=1668250311184&download=true
211,Non-Archived,GEN1030,2015-2016,The New India Assurance Company Limited,Griha Suvidha Policy on fist loss basis,,NIA-OT-P15-02-V01-15-16,18-05-2015,88_GEN1030.pdf,https://irdai.gov.in/documents/37343/993134/88_GEN1030.pdf/2524e2c7-b8d9-a1ac-4ab2-3559c92cd3f0?version=1.1&t=1668595765428&download=true
211,Non-Archived,GEN966,2015-2016,ECGC Limited,Consignment Exports (SHA) Policy,,ECG-CR-P16-72-V02-15-16,31-03-2016,24_GEN966.pdf,https://irdai.gov.in/documents/37343/993134/24_GEN966.pdf/146e1d99-2aef-3b49-f633-f77cf596b568?version=1.1&t=1668250033160&download=true
211,Non-Archived,GEN1039,2015-2016,The Oriental Insurance Company Limited,Medical Extension Addon for WC Policy,,OIC-OT-A00-00-02-V01-15-16,21-05-2015,97_GEN1039.pdf,https://irdai.gov.in/documents/37343/993134/97_GEN1039.pdf/d6c090a0-e927-5970-80e6-dd07bada8933?version=1.1&t=1668597327277&download=true
211,Non-Archived,GEN1034,2015-2016,The New India Assurance Company Limited,Private Car package policy - enchanced cover - Return to Invoice cover,,NIA-MO-A00-00-38-V01-15-16,31-03-2016,90-96_GEN1034.pdf,https://irdai.gov.in/documents/37343/993134/90-96_GEN1034.pdf/4cee32a6-9425-00cf-ab2c-9777b7450f45?version=1.1&t=1668596328443&download=true
211,Non-Archived,GEN965,2015-2016,ECGC Limited,Exports Turnover Policy,,ECG-CR-P16-71-V02-15-16,31-03-2016,23_GEN965.pdf,https://irdai.gov.in/documents/37343/993134/23_GEN965.pdf/8f49f1f7-21b1-e8e4-63e7-3babeb4fa131?version=1.1&t=1668249927349&download=true
211,Non-Archived,GEN1036,2015-2016,The New India Assurance Company Limited,Private Car package policy - enchanced cover - Engine Protect Cover,,NIA-MO-A00-00-40-V01-15-16,31-03-2016,90-96_GEN1036.pdf,https://irdai.gov.in/documents/37343/993134/90-96_GEN1036.pdf/20b0bee7-8328-eaa2-6554-bf9dcacb635a?version=1.1&t=1668596547718&download=true
211,Non-Archived,GEN967,2015-2016,ECGC Limited,Consignment Exports (Global Entity) Policy,,ECG-CR-P16-73-V02-15-16,31-03-2016,25_GEN967.pdf,https://irdai.gov.in/documents/37343/993134/25_GEN967.pdf/e453dfcb-a492-73fa-2c4e-8f5c9dd23e58?version=1.1&t=1668250156103&download=true
211,Non-Archived,GEN1037,2015-2016,The New India Assurance Company Limited,Private Car package policy - enchanced cover - Additional Towing Charges Cover,,NIA-MO-A00-00-41-V01-15-16,31-03-2016,90-96_GEN1037.pdf,https://irdai.gov.in/documents/37343/993134/90-96_GEN1037.pdf/f8c81e5b-8ba8-2232-3f44-b05d0dc907f5?version=1.1&t=1668596648436&download=true
211,Non-Archived,GEN1032,2015-2016,The New India Assurance Company Limited,Private Car package policy - enchanced cover - Nil Dep,,NIA-MO-A00-00-01-V01-15-16,18-05-2015,90-96_GEN1032.pdf,https://irdai.gov.in/documents/37343/993134/90-96_GEN1032.pdf/d941489c-b407-de0e-71c0-37a025783f5a?version=1.1&t=1668596026953&download=true
211,Non-Archived,GEN1031,2015-2016,The New India Assurance Company Limited,Jan Suraksha Laghu Bima Policy - Micro Insurance,,NIA-OT-P15-03-V02-15-16,18-05-2015,89_GEN1031.pdf,https://irdai.gov.in/documents/37343/993134/89_GEN1031.pdf/69af9007-b8c4-fc67-0a7c-9a99a1f79930?version=1.1&t=1668595930427&download=true
211,Non-Archived,GEN1040,2015-2016,United India Insurance Company Limited,Exectuive Protect (Directors & Officers),,UII-LI-P15-06-V01-15-16,02-06-2015,98_GEN1040.pdf,https://irdai.gov.in/documents/37343/993134/98_GEN1040.pdf/68d4be94-937b-842d-fcf0-6afef910109c?version=1.1&t=1668597462102&download=true
211,Non-Archived,GEN964,2015-2016,ECGC Limited,Export of Sevices Comrehensive Risk (SRC) Policy,,ECG-CR-P16-70-V02-15-16,31-03-2016,22_GEN964.pdf,https://irdai.gov.in/documents/37343/993134/22_GEN964.pdf/28386338-1a66-e5b3-4c92-2f002a8a8765?version=1.1&t=1668249824380&download=true
211,Non-Archived,GEN1043,2015-2016,United India Insurance Company Limited,UNI MSME protect Insurance,,UII-OT-P15-09-V01-15-16,02-06-2015,101_GEN1043.pdf,https://irdai.gov.in/documents/37343/993134/101_GEN1043.pdf/23b955d5-b09f-d06f-692c-2b2a45147c0f?version=1.1&t=1668597836176&download=true
211,Non-Archived,GEN1042,2015-2016,United India Insurance Company Limited,UNI Product Liability Insurance,,UII-LI-P15-08-V01-15-16,02-06-2015,100.zip_GEN1042.zip159 KB,https://irdai.gov.in/documents/37343/993134/100.zip_GEN1042.zip/ffbf96a9-7146-bb5a-fc35-18b2c1e08c00?version=1.1&t=1668597692202&download=true
211,Non-Archived,GEN963,2015-2016,ECGC Limited,Shipment Comprehensive Risk (SCR) Policy,,ECG-CR-P16-69-V02-15-16,31-03-2016,21_GEN963.pdf,https://irdai.gov.in/documents/37343/993134/21_GEN963.pdf/4ff4824b-a4b3-ce0e-7d1c-ff1cda19b2f0?version=1.1&t=1668249695147&download=true
211,Non-Archived,GEN1038,2015-2016,The New India Assurance Company Limited,Private Car package policy - enchanced cover - Loss of contents cover,,NIA-MO-A00-00-42-V01-15-16,31-03-2016,90-96_GEN1038.pdf,https://irdai.gov.in/documents/37343/993134/90-96_GEN1038.pdf/c32251f3-e082-439e-b326-538a04510ea8?version=1.1&t=1668596848538&download=true
211,Non-Archived,GEN1035,2015-2016,The New India Assurance Company Limited,Private Car package policy - enchanced cover - No Claim Bonus (NCB) Protection,,NIA-MO-A00-00-39-V01-15-16,31-03-2016,90-96_GEN1035.pdf,https://irdai.gov.in/documents/37343/993134/90-96_GEN1035.pdf/60c9b7d7-787b-64a8-2c64-deaa76a297e1?version=1.1&t=1668596440585&download=true
212,Non-Archived,GEN988,2015-2016,Kotak Mahindra General Insurance Company Ltd,Return to Invoice,,KMG-MO-A00-00-27-V01-15-16,16-12-2015,43-47_GEN988.pdf,https://irdai.gov.in/documents/37343/993134/43-47_GEN988.pdf/31fd3df4-008e-ac2a-5526-b3ac6712ef43?version=1.1&t=1668254210397&download=true
212,Non-Archived,GEN971,2015-2016,ICICI Lombard General Insurance Company limited,Zero depreciation add-on comprehesive insurance ( Two sheeler - Long term) policy,,ICI-MO-A00-00-11-V01-15-16,24-09-2015,29_GEN971.pdf,https://irdai.gov.in/documents/37343/993134/29_GEN971.pdf/3a3f1e7e-fbfa-92b8-e71b-8b3fb6d4e7db?version=1.1&t=1668250612192&download=true
212,Non-Archived,GEN969,2015-2016,HDFC ERGO General Insurance Company limited,Marine Kidnap & Ransom Policy,,HDE-LI-P15-60-V01-15-16,28-12-2015,27_GEN969.pdf,https://irdai.gov.in/documents/37343/993134/27_GEN969.pdf/90643a79-fc9d-db80-c8ca-684c5702165e?version=1.1&t=1668250401948&download=true
212,Non-Archived,GEN987,2015-2016,Kotak Mahindra General Insurance Company Ltd,Engine Protect,,KMG-MO-A00-00-26-V01-15-16,16-12-2015,43-47_GEN987.pdf,https://irdai.gov.in/documents/37343/993134/43-47_GEN987.pdf/f43703e8-a183-edd3-3e75-aed5d78c08ea?version=1.1&t=1668254104417&download=true
212,Non-Archived,GEN978,2015-2016,Kotak Mahindra General Insurance Company Ltd,Kotak Commercial Vehicle Secure (Goods Carrying Vehicle),,KMG-MO-P16-50-V01-15-16,16-12-2015,36_GEN978.pdf,https://irdai.gov.in/documents/37343/993134/36_GEN978.pdf/877f687c-2662-a7fe-293d-eb79072ac46d?version=1.1&t=1668251692228&download=true
212,Non-Archived,GEN975,2015-2016,Kotak Mahindra General Insurance Company Ltd,Kotak Car Secure,,KMG-MO-P16-47-V01-15-16,16-12-2015,33_GEN975.pdf,https://irdai.gov.in/documents/37343/993134/33_GEN975.pdf/d0138330-be53-6ec6-4ef5-e33b402392dc?version=1.1&t=1668251356449&download=true
212,Non-Archived,GEN981,2015-2016,Kotak Mahindra General Insurance Company Ltd,Liability only (Two Wheeler),,KMG-MT-P16-53-V01-15-16,16-12-2015,39_GEN981.pdf,https://irdai.gov.in/documents/37343/993134/39_GEN981.pdf/7080f610-f16a-b6f1-6bb6-d741cc7daecb?version=1.1&t=1668253067674&download=true
212,Non-Archived,GEN976,2015-2016,Kotak Mahindra General Insurance Company Ltd,Kotak Two Wheeler Secure,,KMG-MO-P16-48-V01-15-16,16-12-2015,34_GEN976.pdf,https://irdai.gov.in/documents/37343/993134/34_GEN976.pdf/493525a9-a67d-5e78-4e2f-c011865638cd?version=1.1&t=1668251481162&download=true
212,Non-Archived,GEN970,2015-2016,HDFC ERGO General Insurance Company limited,Long Term Two Wheeler Package Policy,,HDE-MT-P16-77-V01-15-16,31-03-2016,28_GEN970.pdf,https://irdai.gov.in/documents/37343/993134/28_GEN970.pdf/202efe64-5007-5a4e-aafb-153ade4490d6?version=1.1&t=1668250510865&download=true
212,Non-Archived,GEN977,2015-2016,Kotak Mahindra General Insurance Company Ltd,Kotak Commercial Vehicle Secure (Passenger Carrying Vehicle),,KMG-MO-P16-49-V01-15-16,16-12-2015,35_GEN977.pdf,https://irdai.gov.in/documents/37343/993134/35_GEN977.pdf/166d3d09-71d0-1a13-ae92-62dfbbe07cd4?version=1.1&t=1668251596604&download=true
212,Non-Archived,GEN983,2015-2016,Kotak Mahindra General Insurance Company Ltd,Liability only (PCV),,KMG-MT-P16-55-V01-15-16,16-12-2015,41_GEN983.pdf,https://irdai.gov.in/documents/37343/993134/41_GEN983.pdf/e250a0ff-3188-fca4-a6dd-769abb7c97a5?version=1.1&t=1668253299527&download=true
212,Non-Archived,GEN973,2015-2016,IFFCO Tokio General Insurance Company Limited,Jan Sewa Bima Yojna,,ITG-OT-P15-13-V01-15-16,15-06-2015,31_GEN973.pdf,https://irdai.gov.in/documents/37343/993134/31_GEN973.pdf/098f358e-386f-6e3c-05bb-859a0c2dd393?version=1.1&t=1668251046275&download=true
212,Non-Archived,GEN972,2015-2016,IFFCO Tokio General Insurance Company Limited,Janata Suraksha Bima Yojna,,ITG-OT-P15-12-V01-15-16,15-06-2015,30_GEN972.pdf,https://irdai.gov.in/documents/37343/993134/30_GEN972.pdf/0e3b222b-364b-4570-1ff1-9b0632501772?version=1.1&t=1668250795788&download=true
212,Non-Archived,GEN984,2015-2016,Kotak Mahindra General Insurance Company Ltd,Liability only (Misc D),,KMG-MT-P16-56-V01-15-16,16-12-2015,42_GEN984.pdf,https://irdai.gov.in/documents/37343/993134/42_GEN984.pdf/8e1fe864-c796-9301-2d4a-682eaafa10d0?version=1.1&t=1668253476596&download=true
212,Non-Archived,GEN985,2015-2016,Kotak Mahindra General Insurance Company Ltd,Depreciation Cover,,KMG-MO-A00-00-24-V01-15-16,16-12-2015,43-47_GEN985.pdf,https://irdai.gov.in/documents/37343/993134/43-47_GEN985.pdf/ed5bbbd6-6971-ce84-4e68-ac85ed9a8ad6?version=1.1&t=1668253688201&download=true
212,Non-Archived,GEN986,2015-2016,Kotak Mahindra General Insurance Company Ltd,Consumables Cover,,KMG-MO-A00-00-25-V01-15-16,16-12-2015,43-47_GEN986.pdf,https://irdai.gov.in/documents/37343/993134/43-47_GEN986.pdf/fa09ee68-e83c-02dd-4761-bb804ebd2c97?version=1.1&t=1668253971371&download=true
212,Non-Archived,GEN980,2015-2016,Kotak Mahindra General Insurance Company Ltd,Liability only (Private Car),,KMG-MT-P16-52-V01-15-16,16-12-2015,38_GEN980.pdf,https://irdai.gov.in/documents/37343/993134/38_GEN980.pdf/8e4945c6-2a94-f695-1755-47c302b2db89?version=1.1&t=1668252939506&download=true
212,Non-Archived,GEN979,2015-2016,Kotak Mahindra General Insurance Company Ltd,Kotak Commercial Vehicle Secure (Misc D),,KMG-MO-P16-51-V01-15-16,16-12-2015,37_GEN979.pdf,https://irdai.gov.in/documents/37343/993134/37_GEN979.pdf/4a182f71-e944-ee15-69a0-bcce2b192915?version=1.1&t=1668252745401&download=true
212,Non-Archived,GEN974,2015-2016,IFFCO Tokio General Insurance Company Limited,Crime Insurance,,ITG-LI-P16-57-V01-15-16,23-12-2015,32_GEN974.pdf,https://irdai.gov.in/documents/37343/993134/32_GEN974.pdf/fa4cfe34-6b58-8227-b0ab-3bbb91f028fe?version=1.1&t=1668251143906&download=true
212,Non-Archived,GEN982,2015-2016,Kotak Mahindra General Insurance Company Ltd,Liability only (GCV),,KMG-MT-P16-54-V01-15-16,16-12-2015,40_GEN982.pdf,https://irdai.gov.in/documents/37343/993134/40_GEN982.pdf/a93eb696-68aa-a345-e887-55c0c12ae4d5?version=1.1&t=1668253176598&download=true
213,Non-Archived,GEN846,2014-2015,Cholamandalam MS General Insurance Company Limited,Additional Custom Duty (Fire),,CHM-FI-A00-00-36-V01-14-15,03-12-2013,26.CGL wordings - LVGIC.rar_GEN846.rar535 KB,https://irdai.gov.in/documents/37343/993134/26.CGL+wordings+-+LVGIC.rar_GEN846.rar/17ef81b1-91b3-9bdc-2f73-d4add4d6deea?version=1.1&t=1668427362856&download=true
213,Non-Archived,GEN849,2014-2015,Cholamandalam MS General Insurance Company Limited,Damage to building (occasioned by theft)(Fire),,CHM-FI-A00-00-39-V01-14-15,03-12-2013,29.ICICI_revision in nil dep wordings_GEN849.pdf,https://irdai.gov.in/documents/37343/993134/29.ICICI_revision+in+nil+dep+wordings_GEN849.pdf/398a9c1d-4c22-9977-dc45-ad7dff5bb6e0?version=1.1&t=1668427576086&download=true
