Page Number,Archive / Non Archive,Financial Year,Name of the Insurer,Product Name,UIN,Type Of Product,Date Of Launch/Effecting Modification,Date Of Closing / Withdrawal,Protection/ Savings/ Retirement,Par/Non-par,Individual/Group,Remarks,Download,document_link
3,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Guaranteed Pension Goal II,116N187V04,Non-ULIP,2025-02-1515-02-2025,----,Retirement,Non PAR,Individual,,Bajaj Allianz Life Guaranteed Pension Goal II-UIN-116N187V04.pdf355 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Guaranteed+Pension+Goal+II-UIN-116N187V04.pdf/a54bd23b-9ba2-a02e-717e-86b04d3cfd0b?version=1.0&t=1756365773158&download=true
3,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life POS Goal Suraksha,116N155V13,Non-ULIP,2024-10-0101-10-2024,2025-01-3131-01-2025,Savings,Non PAR,Individual,,Bajaj Allianz Life POS Goal Suraksha-UIN-116N155V13.pdf174 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+POS+Goal+Suraksha-UIN-116N155V13.pdf/21fd9d13-892a-974e-a220-35b63167df63?version=1.0&t=1756374215304&download=true
3,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life POS Goal Suraksha,116N155V12,Non-ULIP,2024-09-0101-09-2024,2024-09-3030-09-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life POS Goal Suraksha-UIN-116N155V12.pdf181 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+POS+Goal+Suraksha-UIN-116N155V12.pdf/b33d802f-4527-7293-a168-4c7cb9b6db4e?version=1.0&t=1756375222815&download=true
3,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Guaranteed Savings Goal,116N158V04,Non-ULIP,2024-12-3131-12-2024,----,Savings,Non PAR,Individual,,Bajaj Allianz Life Guaranteed Savings Goal-UIN-116N158V04.pdf164 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Guaranteed+Savings+Goal-UIN-116N158V04.pdf/9871aa12-a0b6-4194-c278-d8b3d6a00781?version=1.0&t=1756365971315&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Assured Wealth Goal Platinum,116N188V04,Non-ULIP,2024-10-0101-10-2024,2024-12-1111-12-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Assured Wealth Goal Platinum-UIN-116N188V04.pdf186 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Assured+Wealth+Goal+Platinum-UIN-116N188V04.pdf/af076e19-fe83-2710-1e3f-05beaeb8f271?version=1.0&t=1756113480348&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life ACE,116N186V03,Non-ULIP,2024-12-2020-12-2024,----,Savings,Par,Individual,,Bajaj Allianz Life ACE - UIN 116N186V03.pdf199 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+ACE+-+UIN+116N186V03.pdf/ecdc2dd2-8570-cf58-9183-14d86b6d66a5?version=1.0&t=1755841850703&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Elite Assure,116N127V04,Non-ULIP,2024-12-2020-12-2024,----,Savings,Par,Individual,,Bajaj Allianz Life Elite Assure-UIN-116N127V04.pdf183 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Elite+Assure-UIN-116N127V04.pdf/4a913c0e-f0b4-2d04-16c8-461d27ef22c5?version=1.0&t=1755840445869&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life iSecure II,116N208V02,Non-ULIP,2025-03-2525-03-2025,----,Protection,Non PAR,Individual,,Bajaj Allianz Life iSecure II-UIN-116N208V02.pdf156 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+iSecure+II-UIN-116N208V02.pdf/efe84bdb-7419-6f5b-d5f3-44e4bb52f521?version=1.0&t=1756372863448&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life ACE Advantage,116N189V01,Non-ULIP,2024-04-2626-04-2024,2024-09-3030-09-2024,Savings,Par,Individual,,Bajaj Allianz Life ACE Advantage-UIN-116N189V01.pdf184 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+ACE+Advantage-UIN-116N189V01.pdf/1cdd7314-9816-afeb-b927-d38b93a873c8?version=1.0&t=1755842098438&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life ACE Advantage,116N189V02,Non-ULIP,2024-12-2020-12-2024,----,Savings,Par,Individual,,Bajaj Allianz Life ACE Advantage-UIN-116N189V02.pdf184 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+ACE+Advantage-UIN-116N189V02.pdf/7d3ac70a-c068-fd2d-1e8c-267b0b8de775?version=1.0&t=1755842066168&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Assured Wealth Goal Platinum,116N188V05,Non-ULIP,2024-12-1212-12-2024,----,Savings,Non PAR,Individual,,Bajaj Allianz Life Assured Wealth Goal Platinum-UIN-116N188V05.pdf187 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Assured+Wealth+Goal+Platinum-UIN-116N188V05.pdf/ec8e52fc-2b5a-813b-0460-db95c68ec0fc?version=1.0&t=1756113633455&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life ACE,116N186V02,Non-ULIP,2024-10-0101-10-2024,2024-12-1919-12-2024,Savings,Par,Individual,,Bajaj Allianz Life ACE-UIN-116N186V02.pdf201 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+ACE-UIN-116N186V02.pdf/79ba6c6c-bea2-3799-7331-175bc2ce3e16?version=1.0&t=1755841628385&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Saral Pension,116N169V11,Non-ULIP,2025-02-1515-02-2025,----,Retirement,Non PAR,Individual,,Bajaj Allianz Life Saral Pension-UIN-116N169V11.pdf193 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Saral+Pension-UIN-116N169V11.pdf/1a98dbd3-71fe-b355-6ff1-29b12fa6afc5?version=1.0&t=1756372820284&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Saral Pension,116N169V09,Non-ULIP,2024-07-1313-07-2024,2024-10-1313-10-2024,Retirement,Non PAR,Individual,,Bajaj Allianz Life Saral Pension-UIN-116N169V09.pdf176 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Saral+Pension-UIN-116N169V09.pdf/5f405a6d-3f4a-7a90-6ea4-7bf77230a061?version=1.0&t=1756372455887&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Guaranteed Pension Goal II,116N187V02,Non-ULIP,2024-10-0101-10-2024,2024-12-0404-12-2024,Retirement,Non PAR,Individual,,Bajaj Allianz Life Guaranteed Pension Goal II-UIN-116N187V02.pdf228 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Guaranteed+Pension+Goal+II-UIN-116N187V02.pdf/369d53ab-c0ad-f5ef-6c04-84b91dd7a3e5?version=1.0&t=1756365445116&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Invest Protect Goal,116L177V03,ULIP,2024-06-0707-06-2024,2024-08-2020-08-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Invest Protect Goal-UIN-116L177V03.pdf250 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Invest+Protect+Goal-UIN-116L177V03.pdf/f8119de7-c60e-b5fc-b08b-39b973296d29?version=1.0&t=1756372377328&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Invest Protect Goal III,116L205V01,ULIP,2024-12-0202-12-2024,----,Savings,Non PAR,Individual,,Bajaj Allianz Life Invest Protect Goal III-UIN-116L205V01.pdf275 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Invest+Protect+Goal+III-UIN-116L205V01.pdf/04823f25-ab17-ec28-52bf-25a44bcb81f8?version=1.0&t=1756372592891&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life New Critical Illness Benefit Rider,116B058V01,Non-ULIP,2025-01-1616-01-2025,----,Protection,Non PAR,individual,,Bajaj Allianz Life New Critical Illness Benefit Rider-UIN-116B058V01.pdf152 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+New+Critical+Illness+Benefit+Rider-UIN-116B058V01.pdf/063b6548-bb38-317d-cbe0-01ec146cc5b3?version=1.0&t=1756374717596&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life LongLife Goal III,116L203V01,ULIP,2024-11-0505-11-2024,----,Savings,Non PAR,Individual,,Bajaj Allianz Life LongLife Goal III-UIN-116L203V01.pdf285 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+LongLife+Goal+III-UIN-116L203V01.pdf/1cee3417-22d2-c6a6-6970-6cf98dd16070?version=1.0&t=1756374183931&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Saral Pension,116N169V10,Non-ULIP,2024-10-1414-10-2024,2025-02-1414-02-2025,Retirement,Non PAR,Individual,,Bajaj Allianz Life Saral Pension-UIN-116N169V10.pdf177 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Saral+Pension-UIN-116N169V10.pdf/763cf04e-ff77-2fa0-e8e1-96d9173ec74a?version=1.0&t=1756372598900&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life iSecure II,116N208V01,Non-ULIP,2025-01-1616-01-2025,2025-03-2424-03-2025,Protection,Non PAR,Individual,,Bajaj Allianz Life iSecure II-UIN-116N208V01.pdf155 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+iSecure+II-UIN-116N208V01.pdf/ea7b12ce-e8f1-4c2c-bb06-c7637ed98494?version=1.0&t=1756372782880&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Magnum Fortune Plus II,116L182V02,ULIP,2024-09-2525-09-2024,2025-01-3131-01-2025,Savings,Non PAR,Individual,,Bajaj Allianz Life Magnum Fortune Plus II-UIN-116L182V02.pdf258 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Magnum+Fortune+Plus+II-UIN-116L182V02.pdf/67ca8621-9868-716d-a0e0-66b58e88d70b?version=1.0&t=1756374454546&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Group Superannuation Secure,116N115V05,Non-ULIP,2024-09-2727-09-2024,----,Retirement,Non PAR,Group,,Bajaj Allianz Life Group Superannuation Secure-UIN-116N115V05.pdf394 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Group+Superannuation+Secure-UIN-116N115V05.pdf/eb7c0d72-91f5-3bea-3772-e6c5faf8dc43?version=1.0&t=1756363075983&download=true
4,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life POS Goal Suraksha,116N155V11,Non-ULIP,2024-04-1616-04-2024,2024-08-3131-08-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life POS Goal Suraksha-UIN-116N155V11.pdf159 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+POS+Goal+Suraksha-UIN-116N155V11.pdf/dd3a4e3a-70cb-9e21-1a97-4d597c12a43c?version=1.0&t=1756375144471&download=true
5,Non-Archived,2023-2024,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Group Accelerated Critical Illness Rider,116B026V05,Non-ULIP,2023-11-0101-11-2023,----,Protection,Non PAR,Group,,Bajaj Allianz Life Group Accelerated Critical Illness Rider-UIN-116B026V05.pdf337 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Group+Accelerated+Critical+Illness+Rider-UIN-116B026V05.pdf/790928a5-cb80-54a8-a0d0-98bdeb715a84?version=1.0&t=1756204634553&download=true
5,Non-Archived,2023-2024,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Future Gain,116L124V04,ULIP,2023-05-0303-05-2023,2023-08-0909-08-2023,Savings,Non PAR,Individual,,Bajaj Allianz Life Future Gain-UIN-116L124V04.pdf258 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Future+Gain-UIN-116L124V04.pdf/6f3f8a82-ea9e-71ea-9cee-748ee4e76f97?version=1.0&t=1756199213207&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal V - Child Wealth variant,116L201V02,ULIP,2025-03-1010-03-2025,----,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal V-Child-Wealth-UIN-116L201V02.pdf317 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+V-Child-Wealth-UIN-116L201V02.pdf/aa584679-1601-6e78-4d4a-534fb20f3054?version=1.0&t=1756721050739&download=true
5,Non-Archived,2023-2024,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Goal Assure II,116L180V02,ULIP,2023-11-0101-11-2023,2024-08-3131-08-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Goal Assure II-UIN-116L180V02.pdf342 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Goal+Assure+II-UIN-116L180V02.pdf/1f8192d7-921a-3a9c-a1d9-492381584d86?version=1.0&t=1756202227941&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal V - Wealth variant,116L201V02,ULIP,2025-03-1010-03-2025,----,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal V-Wealth-UIN-116L201V02.pdf293 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+V-Wealth-UIN-116L201V02.pdf/51cc19c0-c843-5d26-d66f-b6a2e6b74f96?version=1.0&t=1756720948385&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal V - Joint Life Wealth variant,116L201V01,ULIP,2024-11-0505-11-2024,2025-03-0909-03-2025,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal V-Joint-Life-Wealth-UIN-116L201V01.pdf301 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+V-Joint-Life-Wealth-UIN-116L201V01.pdf/542f5d1e-4982-f017-8e2f-afe97d2ecd41?version=1.0&t=1756720824777&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal V - Wealth variant,116L201V01,ULIP,2024-11-0505-11-2024,2025-03-0909-03-2025,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal V-Wealth-UIN-116L201V01.pdf287 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+V-Wealth-UIN-116L201V01.pdf/2393fe7b-7327-41dd-ee84-7019cfd3ca98?version=1.0&t=1756720620787&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal V - Child Wealth variant,116L201V01,ULIP,2024-11-0505-11-2024,2025-03-0909-03-2025,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal V-Child-Wealth-UIN-116L201V01.pdf307 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+V-Child-Wealth-UIN-116L201V01.pdf/8a9663cf-2c5c-24d5-b508-096683eb9b9d?version=1.0&t=1756720747200&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal V - Joint Life Wealth variant,116L201V02,ULIP,2025-03-1010-03-2025,----,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal V-Joint-Life-UIN-116L201V02.pdf308 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+V-Joint-Life-UIN-116L201V02.pdf/72a62754-2e37-5bcf-b26f-b6804c42ba93?version=1.0&t=1756721119397&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal IV - Wealth variant,116L194V01,ULIP,2024-09-0101-09-2024,2024-11-0404-11-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal IV-Wealth-UIN-116L194V01.pdf271 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+IV-Wealth-UIN-116L194V01.pdf/f4b32c3d-d650-2e01-544d-a85f82448f08?version=1.0&t=1756720286811&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal IV - Joint Life Wealth variant,116L194V01,ULIP,2024-09-0101-09-2024,2024-11-0404-11-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal IV-Joint-Life-Wealth-UIN-116L194V01.pdf289 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+IV-Joint-Life-Wealth-UIN-116L194V01.pdf/e85854e5-72b0-a617-96e7-e157144519b8?version=1.0&t=1756720511274&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Assured Wealth Goal,116N170V13,Non-ULIP,2024-12-3131-12-2024,----,Savings,Non PAR,Individual,,Bajaj Allianz Life Assured Wealth Goal-UIN-116N170V13.pdf218 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Assured+Wealth+Goal-UIN-116N170V13.pdf/d93b97c7-09eb-a143-9d1e-9c29f7fab034?version=1.0&t=1756112767209&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Assured Wealth Goal,116N170V12,Non-ULIP,2024-04-1616-04-2024,2024-09-3030-09-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Assured Wealth Goal-UIN-116N170V12.pdf186 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Assured+Wealth+Goal-UIN-116N170V12.pdf/58263902-d585-de8f-95db-67a99e145bb5?version=1.0&t=1756112565938&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Smart Wealth Goal IV - Child Wealth variant,116L194V01,ULIP,2024-09-0101-09-2024,2024-11-0404-11-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Smart Wealth Goal IV-Child-Wealth-UIN-116L194V01.pdf283 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Smart+Wealth+Goal+IV-Child-Wealth-UIN-116L194V01.pdf/aaf0613a-0cc9-5b02-7946-8f67cc9c2066?version=1.0&t=1756720424548&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life eTouch II,116N198V01,Non-ULIP,2024-10-0101-10-2024,2024-12-1919-12-2024,Protection,Non PAR,Individual,,Bajaj Allianz Life eTouch II-UIN-116N198V01.pdf158 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+eTouch+II-UIN-116N198V01.pdf/352402ef-66f8-c457-c739-f5df738595f3?version=1.0&t=1756122506788&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Assured Wealth Goal Platinum,116N188V03,Non-ULIP,2024-05-0505-05-2024,2024-09-3030-09-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Assured Wealth Goal Platinum-UIN-116N188V03.pdf131 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Assured+Wealth+Goal+Platinum-UIN-116N188V03.pdf/090df6bd-6d96-f1e7-cde3-af047662c83c?version=1.0&t=1756113346689&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Guaranteed Pension Goal,116N167V11,Non-ULIP,2024-04-2525-04-2024,2024-09-3030-09-2024,Retirement,Non PAR,Individual & Group,,Bajaj Allianz Life Guaranteed Pension Goal-UIN-116N167V11.pdf199 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Guaranteed+Pension+Goal-UIN-116N167V11.pdf/2efd8c83-864c-6d61-1e3e-ada0b0c069fa?version=1.0&t=1756707419221&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life eTouch II,116N198V03,Non-ULIP,2025-03-0101-03-2025,----,Protection,Non PAR,Individual,,Bajaj Allianz Life eTouch II-UIN-116N198V03.pdf161 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+eTouch+II-UIN-116N198V03.pdf/0b5982fc-07b4-ac27-12f1-0ff59b911320?version=1.0&t=1756122806644&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life eTouch,116N172V04,Non-ULIP,2024-07-0505-07-2024,2024-09-3030-09-2024,Protection,Non PAR,Individual,,Bajaj Allianz Life eTouch-UIN-116N172V04.pdf215 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+eTouch-UIN-116N172V04.pdf/8b9f6e79-b02c-dcfa-37ef-f60499ee11ec?version=1.0&t=1756122375732&download=true
5,Non-Archived,2024-2025,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life eTouch II,116N198V02,Non-ULIP,2024-12-2020-12-2024,2025-02-2828-02-2025,Protection,Non PAR,Individual,,Bajaj Allianz Life eTouch II-UIN-116N198V02.pdf159 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+eTouch+II-UIN-116N198V02.pdf/3df38ca5-8ebb-c87d-42ad-7fa8a1d37ab8?version=1.0&t=1756122665227&download=true
6,Non-Archived,2023-2024,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Future Gain II,116L181V01,ULIP,2023-08-1010-08-2023,2024-09-3030-09-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Future Gain II-UIN-116L181V01.pdf323 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Future+Gain+II-UIN-116L181V01.pdf/504c51de-8051-da33-f28a-fe9598f9cbf1?version=1.0&t=1756201013350&download=true
6,Non-Archived,2023-2024,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Saral Pension,116N169V06,Non-ULIP,2023-12-0101-12-2023,2023-12-0505-12-2023,Retirement,Non PAR,Individual,,Bajaj Allianz Life Saral Pension-UIN-116N169V06.pdf182 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Saral+Pension-UIN-116N169V06.pdf/337329a2-71b5-60ec-339b-b541319a9e34?version=1.1&t=1756371829240&download=true
6,Non-Archived,2023-2024,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life Magnum Fortune Plus II,116L182V01,ULIP,2023-08-1010-08-2023,2024-09-2424-09-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life Magnum Fortune Plus II-UIN-116L182V01.pdf242 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+Magnum+Fortune+Plus+II-UIN-116L182V01.pdf/aff08dc1-8459-df9b-44e1-d08e0cf51342?version=1.0&t=1756374367292&download=true
6,Non-Archived,2023-2024,Bajaj Allianz Life Insurance Co. Ltd.,Bajaj Allianz Life POS Goal Suraksha,116N155V10,Non-ULIP,2023-11-0101-11-2023,2024-04-1515-04-2024,Savings,Non PAR,Individual,,Bajaj Allianz Life POS Goal Suraksha-UIN-116N155V10.pdf159 KB,https://irdai.gov.in/documents/37343/563751/Bajaj+Allianz+Life+POS+Goal+Suraksha-UIN-116N155V10.pdf/913a5209-36b4-a951-729f-5ab233bd2cfd?version=1.0&t=1756375059834&download=true
